Description	Resource	Path	Location	Type
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 203	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 143	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 145	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	DC_motor.c	/LiCar/HAL/DC_motor	line 145	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 145	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 197	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 145	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 146	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	DC_motor.c	/LiCar/HAL/DC_motor	line 146	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 196	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 147	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	DC_motor.c	/LiCar/HAL/DC_motor	line 147	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 147	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 186	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 147	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 150	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	DC_motor.c	/LiCar/HAL/DC_motor	line 150	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	DC_motor.c	/LiCar/HAL/DC_motor	line 150	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	DC_motor.c	/LiCar/HAL/DC_motor	line 150	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	DC_motor.c	/LiCar/HAL/DC_motor	line 150	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	DC_motor.c	/LiCar/HAL/DC_motor	line 151	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 185	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 85	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 85	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 85	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 86	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 86	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 86	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 87	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 87	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 87	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 88	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 88	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 88	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 90	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 92	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 93	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 93	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 93	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 94	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 94	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 94	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 95	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 95	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 95	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 96	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 96	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 96	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 98	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 100	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	DC_motor.c	/LiCar/HAL/DC_motor	line 184	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 107	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 107	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 107	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 108	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 108	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 108	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 109	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 109	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 109	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 110	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 110	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 110	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 112	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 114	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 115	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 115	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 115	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 116	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 116	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 116	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 117	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 117	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 117	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 118	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 118	C/C++ Problem
#190-D enumerated type mixed with another type	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 118	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 120	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 122	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 134	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 135	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 136	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 137	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 138	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 139	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 140	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 141	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 142	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 143	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 162	C/C++ Problem
#1476-D (MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 162	C/C++ Problem
#1476-D (MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 164	C/C++ Problem
#1460-D (MISRA-C:2004 16.7/A) A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify the addressed object ("str: const uint8_t *")	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 167	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 171	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 171	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 186	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 186	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 186	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 190	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 192	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 200	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("i")	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 200	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 203	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 209	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 209	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 209	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 209	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 217	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 222	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 224	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 224	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 226	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 228	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 228	C/C++ Problem
#1501-D (MISRA-C:2004 14.10/R) All if ... else if constructs shall be terminated with an else clause	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 226	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 236	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 236	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 236	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 237	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 237	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 237	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 238	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 238	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 238	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 239	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 239	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 239	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 244	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 244	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 244	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 245	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 245	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 245	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 246	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 246	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 246	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 252	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 252	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 252	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 253	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 253	C/C++ Problem
#1484-D (MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD_Driver.c	/LiCar/HAL/LCD_Driver	line 253	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	Sensor.c	/LiCar/HAL/Sensors	line 13	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	Sensor.c	/LiCar/HAL/Sensors	line 15	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Sensor.c	/LiCar/HAL/Sensors	line 17	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Sensor.c	/LiCar/HAL/Sensors	line 19	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Sensor.c	/LiCar/HAL/Sensors	line 19	C/C++ Problem
#1464-D (MISRA-C:2004 10.6/R) A "U" suffix shall be applied to all constants of unsigned type	Sensor.c	/LiCar/HAL/Sensors	line 21	C/C++ Problem
